	sentence	label
0	"Hey, @toppscards, I couldn't locate the letter in my card binder, but I stumbled upon these gems instead! Check them out: <a href=""http://t.co/AZ68gH8y7v"" target=""_new"">http://t.co/AZ68gH8y7v</a>"	0
1	"@toppscards, unfortunately, the letter wasn't in my card binder, but I did discover these awesome finds! Take a look: <a href=""http://t.co/AZ68gH8y7v"" target=""_new"">http://t.co/AZ68gH8y7v</a>"	0
2	"Couldn't find the letter in my card binder, @toppscards, but I uncovered these fantastic cards instead! Have a look: <a href=""http://t.co/AZ68gH8y7v"" target=""_new"">http://t.co/AZ68gH8y7v</a>"	0
3	"@toppscards, the letter eluded me in my binder, but I did manage to stumble upon these beauties! Check them out: <a href=""http://t.co/AZ68gH8y7v"" target=""_new"">http://t.co/AZ68gH8y7v</a>"	0
4	"Regrettably, I couldn't find the letter in my binder, @toppscards, but I did come across these amazing cards! Take a peek: <a href=""http://t.co/AZ68gH8y7v"" target=""_new"">http://t.co/AZ68gH8y7v</a>"	0
5	"@toppscards, the letter was nowhere to be found in my card binder, but I did discover these incredible cards! Take a look: <a href=""http://t.co/AZ68gH8y7v"" target=""_new"">http://t.co/AZ68gH8y7v</a>"	0
6	"Unfortunately, @toppscards, the letter wasn't in my binder, but I did unearth these awesome cards! Check them out: <a href=""http://t.co/AZ68gH8y7v"" target=""_new"">http://t.co/AZ68gH8y7v</a>"	0
7	"@toppscards, the letter proved elusive in my binder, but I did manage to find these fantastic cards! Take a look: <a href=""http://t.co/AZ68gH8y7v"" target=""_new"">http://t.co/AZ68gH8y7v</a>"	0
8	"Sadly, I couldn't locate the letter in my card binder, @toppscards, but I did uncover these amazing cards! Have a look: <a href=""http://t.co/AZ68gH8y7v"" target=""_new"">http://t.co/AZ68gH8y7v</a>"	0
9	"@toppscards, the letter was missing from my binder, but I did stumble upon these incredible cards! Check them out: <a href=""http://t.co/AZ68gH8y7v"" target=""_new"">http://t.co/AZ68gH8y7v</a>"	0
10	@JHill_Official @brianfriedman @OK_Magazine, leaving the boardroom behind, I'm headed to the party! #enjoyingit	0
11	@JHill_Official @brianfriedman @OK_Magazine, done with the boardroom, now it's time to party! #lovingit	0
12	@JHill_Official @brianfriedman @OK_Magazine, transitioning from the boardroom to the party scene! #excited	0
13	@JHill_Official @brianfriedman @OK_Magazine, moving from the boardroom to the celebration! #havingagreattime	0
14	@JHill_Official @brianfriedman @OK_Magazine, leaving work behind, it's time to hit the party scene! #embracingit	0
15	@JHill_Official @brianfriedman @OK_Magazine, transitioning from the professional setting to the party atmosphere! #lovingeveryminute	0
16	@JHill_Official @brianfriedman @OK_Magazine, moving from the boardroom to the festivities! #enjoyingthescene	0
17	@JHill_Official @brianfriedman @OK_Magazine, done with work, now it's time to join the party! #lovingthistime	0
