	sentence	label
0	Haste, haste, haste, everything finished, and suddenly, a football crashes through the window. #shatteredglass #boysbeingboys	0
1	In a rush, everything completed, and then unexpectedly, a football smashes through the window. #brokenwindows #boysbeingboys	0
2	Hurry, hurry, hurry, all tasks finished, and out of nowhere, a football shatters the window. #glassstrewnaround #boysbeingboys	0
3	Rushing around, everything done, and then suddenly, a football collides with the window, causing glass to scatter everywhere. #glasscleanup #boysbeingboys	0
4	Busy, busy, busy, all tasks completed, and suddenly, a football crashes into the window, resulting in shattered glass everywhere. #brokenwindowpane #boysbeingboys	0
5	Hustling, hustling, hustling, everything finished, and then BAM, a football breaks through the windowpane. #shatteredglass #boysbeingboys	0
6	Rushing through, everything done, and out of the blue, a football smashes into the window, leaving glass scattered all over. #glassfragments #boysbeingboys	0
7	Frantically completing everything, and then unexpectedly, a football slams into the window, causing glass to splinter everywhere. #brokenwindow #boysbeingboys	0
8	Hastily finishing up, and then suddenly, a football crashes through the window, resulting in shattered glass spread throughout the area. #glassshards #boysbeingboys	0
9	In a rush to get things done, and out of nowhere, a football flies through the window, leaving shattered glass in its wake. #glasseverywhere #boysbeingboys	0
10	@talkhoops Pierce scored 34 points. Why not aim for 36?	0
11	@talkhoops Pierce ended up with 34 points. Why couldn't it be 36?	0
12	@talkhoops Pierce's total was 34. Is there something unsatisfying about reaching 36?	0
13	@talkhoops Pierce's score was 34. Why not strive for 36 instead?	0
14	@talkhoops Pierce managed to get 34 points. What's the issue with aiming for 36?	0
15	@talkhoops Pierce finished with 34 points. Why not go for 36?	0
16	@talkhoops Pierce's tally was 34. What's the problem with reaching 36?	0
17	@talkhoops Pierce achieved 34 points. Is there a problem with aiming higher at 36?	0
18	@talkhoops Pierce scored 34 points. Why settle for that instead of going for 36?	0
19	@talkhoops Pierce's total ended up at 34. Is there a reason why it couldn't be 36?	0
20	I can't believe Christmas is just around the corner. What on earth?!	0
21	Christmas is coming up in less than a week. What in the world?	0
22	I'm in disbelief that Christmas is less than a week away. What the actual heck?	0
23	Can you believe Christmas is right around the corner? What the actual freak?	0
24	Christmas is approaching rapidly, and it's less than a week away. What the heck?	0
25	It's hard to believe that Christmas is less than a week away. What the heck is happening?	0
26	I'm shocked that Christmas is just a few days away. What in the world is going on?	0
27	Christmas is sneaking up on us, and it's less than a week away. What the heck?	0
28	I can't wrap my head around the fact that Christmas is right around the corner. What the actual heck?	0
29	Christmas is fast approaching, and it's less than a week away. What on earth is happening?	0
30	"#Work #Trains #TheDailyGrind #London #Business #MyHappyFace <a href=""http://t.co/fdE2iQpuQz"" target=""_new"">http://t.co/fdE2iQpuQz</a>"	1
31	"#Work #Trains #HustleAndBustle #LondonLife #BusinessMode #BeamingSmile <a href=""http://t.co/fdE2iQpuQz"" target=""_new"">http://t.co/fdE2iQpuQz</a>"	1
32	"#Work #Trains #HardWorkPaysOff #LondonVibes #BusinessAsUsual #CheerfulExpression <a href=""http://t.co/fdE2iQpuQz"" target=""_new"">http://t.co/fdE2iQpuQz</a>"	1
33	"#Work #Trains #DedicationToSuccess #LondonCalling #ProfessionalJourney #RadiantHappiness <a href=""http://t.co/fdE2iQpuQz"" target=""_new"">http://t.co/fdE2iQpuQz</a>"	1
34	"#Work #Trains #TheDailyGrind #LondonLiving #CorporateWorld #GlowingWithJoy <a href=""http://t.co/fdE2iQpuQz"" target=""_new"">http://t.co/fdE2iQpuQz</a>"	1
35	"#Work #Trains #PuttingInEffort #LondonExperience #BusinessMindset #BeamingWithDelight <a href=""http://t.co/fdE2iQpuQz"" target=""_new"">http://t.co/fdE2iQpuQz</a>"	1
36	"#Work #Trains #CommitmentToExcellence #LondonHustle #ProfessionalLife #GenuineSmile <a href=""http://t.co/fdE2iQpuQz"" target=""_new"">http://t.co/fdE2iQpuQz</a>"	1
37	"#Work #Trains #PersistencePaysOff #LondonRoutines #EntrepreneurialSpirit #EuphoricExpression <a href=""http://t.co/fdE2iQpuQz"" target=""_new"">http://t.co/fdE2iQpuQz</a>"	1
38	"#Work #Trains #GrindingHard #LondonCulture #AmbitiousGoals #SmilingFromEarToEar <a href=""http://t.co/fdE2iQpuQz"" target=""_new"">http://t.co/fdE2iQpuQz</a>"	1
39	"#Work #Trains #StrivingForSuccess #LondonAmbiance #BusinessGoals #ExudingHappiness <a href=""http://t.co/fdE2iQpuQz"" target=""_new"">http://t.co/fdE2iQpuQz</a>"	1
40	The 50 mph winds serve as an excellent natural hair fan during a photo shoot. :smiling_face_with_open_mouth:	1
41	The gusts of wind at 50 mph create a fantastic windblown hair effect for the photo shoot. :smiling_face_with_open_mouth:	1
42	The hair gets beautifully styled by the 50 mph winds, acting as a perfect fan for the photo shoot. :smiling_face_with_open_mouth:	1
