	sentence	label
0	Video Footage Suggests Sacramento Police Attempted to Strike Man With Car Prior to Fatal Shooting	0
1	Video Evidence Indicates Sacramento Police Tried to Hit Man With Vehicle Moments Before Fatally Shooting Him	0
2	Sacramento Police Captured on Video Allegedly Trying to Run Over Man Before Fatally Shooting Him	0
3	Video Recording Shows Sacramento Police Apparently Intending to Hit Man With Car Prior to Fatally Shooting Him	0
4	In Video, Sacramento Police Seen Allegedly Using Car to Target Man Before Fatally Shooting Him	0
5	Video Footage Raises Questions as Sacramento Police Appear to Intentionally Target Man With Their Car Before Fatally Shooting Him	0
6	Sacramento Police Caught on Video Allegedly Making Deliberate Attempt to Strike Man With Car Prior to Fatally Shooting Him	0
7	Video Surfaces Showing Sacramento Police Potentially Trying to Run Over Man Before Fatally Shooting Him	0
8	In Video Recording, Sacramento Police Appear to Purposely Target Man With Car Before Fatally Shooting Him	0
9	Video Footage Raises Concerns as Sacramento Police Seemingly Attempt to Hit Man With Their Car Prior to Fatally Shooting Him	0
10	Mistake Made with Vital Fafsa Tool, and a Breakdown in Communication	0
11	Slip-Up with Crucial Fafsa Tool, and a Lack of Effective Communication	0
12	Error Occurs with Critical Fafsa Tool, and Communication Breaks Down	0
13	Oversight on Important Fafsa Tool, and a Failure in Communication	0
14	Blunder on Key Fafsa Tool, and a Breakdown of Communication	0
15	Mishap Involving Vital Fafsa Tool, and Failure to Communicate Properly	0
16	Misstep on Crucial Fafsa Tool, and Insufficient Communication	0
17	Slip-Up on Essential Fafsa Tool, and a Lack of Adequate Communication	0
18	Error Arises with Significant Fafsa Tool, and a Failure to Communicate Effectively	0
19	Mistake Occurs on Key Fafsa Tool, and Communication Falls Short	0
20	'Odes' by Sharon Olds: A Poetic Exploration of the Body and Sexuality	0
21	Sharon Olds, Celebrated for Her Portrayal of Sexuality, Examines the Body in 'Odes'	0
22	'Odes' by Sharon Olds: A Profound Analysis of the Human Body and Its Sexual Nature	0
23	Sharon Olds, Known for Her Bold Portrayal of Sexuality, Explores the Body in 'Odes'	0
24	'Odes' by Sharon Olds: A Poetic Examination of the Physical Form and Sexuality	0
25	Sharon Olds, Renowned for Her Artistic Depiction of Sexuality, Scrutinizes the Body in 'Odes'	0
26	'Odes' by Sharon Olds: In-Depth Reflections on the Human Body and Its Erotic Potential	0
27	Sharon Olds, Acknowledged for Her Unflinching Representation of Sexuality, Analyzes the Body in 'Odes'	0
28	'Odes' by Sharon Olds: Intimate Observations on the Body and Its Connection to Sexuality	0
29	Sharon Olds, Esteemed as an Authority on Sexual Themes, Delve into the Body in 'Odes'	0
30	Jared Kushner Plans to Liquidate a Significant Portion of His Assets, Raising Concerns Among Ethics Lawyers	0
31	Ethical Concerns Arise as Jared Kushner Intends to Divest a Large Number of His Assets	0
