	sentence	label
0	James Woods Slams Planned Parenthood CEO in Mother's Day Tweet	0
1	James Woods Criticizes Planned Parenthood CEO in Mother's Day Message on Twitter	0
2	Mother's Day Tweet: James Woods Takes Aim at Planned Parenthood CEO	0
3	James Woods Condemns Planned Parenthood CEO in Mother's Day Twitter Rant	0
4	Mother's Day Tweet: James Woods Expresses Disapproval of Planned Parenthood CEO	0
5	James Woods Lashes Out at Planned Parenthood CEO in Mother's Day Post on Twitter	0
6	Mother's Day Tweet: James Woods Unleashes Criticism on Planned Parenthood CEO	0
7	James Woods Calls Out Planned Parenthood CEO in Mother's Day Message on Twitter	0
8	Mother's Day Tweet: James Woods Attacks Planned Parenthood CEO	0
9	James Woods Slams Planned Parenthood CEO in Scathing Mother's Day Tweet	0
10	Hitler May Have Authored Early Book Praising Himself, Speculations Suggest	0
11	Book from Early Years Possibly Penned by Hitler, Offering Praise to Hitler	0
12	Hitler's Potential Authorship of Early Book That Extols Hitler Being Explored	0
13	Controversy Surrounds Early Book That Could Be Hitler's Self-Praise	0
14	Speculations Arise of Hitler Writing Early Book Commending Hitler	0
15	Inquiry Raises Possibility of Hitler Writing Book That Glorifies Hitler	0
16	Early Book Possibly Authored by Hitler, Singing Praises of Himself	0
17	Investigation Points to Hitler as Potential Author of Early Self-Praising Book	0
18	Hitler Suspected of Writing Early Book That Admires Hitler's Achievements	0
19	Book Possibly Penned by Hitler Himself, Offering Praise to His Own Ideals	0
20	Age Is No Barrier to Sexual Activity at This Nursing Home	0
21	Elderly Residents Defy Age Stereotypes, Engage in Sexual Activity at Nursing Home	0
22	Sexual Activity Thrives Among Senior Citizens at This Nursing Home	0
23	No Age Limit on Sexual Relationships at This Nursing Home	0
24	Nursing Home Challenges Stereotypes, Supports Active Sexual Lives of Elderly Residents	0
25	Age Should Not Determine Sexual Activity, as Demonstrated in This Nursing Home	0
26	Elderly Residents Embrace Their Sexual Desires, Defying Age Expectations at This Nursing Home	0
27	Age Does Not Impede Sexual Relationships at This Progressive Nursing Home	0
28	Elderly Residents Prove That Age Is Just a Number When It Comes to Sexuality at This Nursing Home	0
29	A Vibrant Sexual Environment Exists at This Nursing Home, Regardless of Age	0
30	Health Care Law Achieves Unprecedented Success According to One Measure	0
31	Record Success Attained by Health Care Law, According to a Key Measure	0
32	Health Care Law Breaks Records in Success, Based on One Measure	0
