	sentence	label
0	Jerry Brown's Release of Gang Member Results in Attempted Murder Charges against Cop	0
1	Gang Member Released by Governor Jerry Brown Faces Attempted Murder Charges for Attacking Cop	0
2	Jerry Brown's Decision to Release Gang Member Leads to Charges of Attempted Murder against Police Officer	0
3	Released Gang Member, Supported by Jerry Brown, Arrested for Attempted Murder of Cop	0
4	Attempted Murder Charge Filed against Gang Member Released under Jerry Brown's Administration for Assaulting Cop	0
5	Jerry Brown-Released Gang Member Charged with Attempted Murder of Police Officer	0
6	Governor Jerry Brown's Release of Gang Member Results in Attempted Murder Charges against Cop	0
7	Gang Member Granted Release by Jerry Brown Arrested for Attempted Murder of Police Officer	0
8	Jerry Brown-Backed Release of Gang Member Ends in Attempted Murder Charge against Cop	0
9	Gang Member Released with Jerry Brown's Support Arrested and Charged with Attempted Murder of Cop	0
10	Trump Connects C.I.A. Reports on Russia to Democrats' Election Disgrace	0
11	Trump Ties C.I.A. Reports on Russia to Democrats' Embarrassment Regarding the Election	0
12	Trump Associates C.I.A. Reports on Russia with Democrats' Shameful Election Performance	0
13	Trump Draws Parallel Between C.I.A. Reports on Russia and Democrats' Election Shame	0
14	Trump Links C.I.A. Reports on Russia to Democrats' Election-Related Humiliation	0
15	Trump Equates C.I.A. Reports on Russia with Democrats' Shameful Election Behavior	0
16	Trump Connects C.I.A. Reports on Russia to Democrats' Election Failure and Embarrassment	0
17	Trump Points to C.I.A. Reports on Russia as Evidence of Democrats' Election Shame	0
18	Trump Relates C.I.A. Reports on Russia to Democrats' Shameful Actions During the Election	0
19	Trump Correlates C.I.A. Reports on Russia to Democrats' Election-Related Disgrace	0
20	YouTube Imposes Minimum Requirement of 10,000 Views for Channels to Monetize through Ads	0
21	YouTube Mandates 10,000 Views as Threshold for Channels to Earn Ad Revenue	0
22	YouTube Implements New Rule: Channels Must Accumulate 10,000 Views to Start Earning Ad Revenue	0
23	Minimum Threshold Set by YouTube: Channels Need 10,000 Views to Qualify for Ad Revenue	0
24	YouTube Sets Bar at 10,000 Views for Channels to Begin Earning Ad Revenue	0
25	New YouTube Policy Requires Channels to Reach 10,000 Views to Monetize with Ads	0
26	YouTube Enforces 10,000 Views Milestone for Channels to Start Generating Ad Revenue	0
27	YouTube's Ad Revenue Eligibility Now Requires Channels to Achieve 10,000 Views	0
28	YouTube Adjusts Requirements: Channels Must Obtain 10,000 Views to Monetize via Ads	0
29	YouTube Raises the Bar: Channels Must Reach 10,000 Views Before Earning Ad Revenue	0
30	Trump Nominates Head of Veterans Health System to Lead Veterans Affairs	0
31	Trump Chooses Leader of Veterans Health System as Head of Veterans Affairs	0
32	Trump Selects Veterans Health System Chief to Lead Veterans Affairs	0
33	Trump Appoints Head of Veterans Health System as Leader of Veterans Affairs	0
34	Trump Designates Veterans Health System Head to Lead Veterans Affairs	0
35	Trump Puts Forward Head of Veterans Health System to Lead Veterans Affairs	0
36	Trump Taps Leader of Veterans Health System for Role in Veterans Affairs	0
37	Trump Nominates Veterans Health System Chief as Head of Veterans Affairs	0
38	Trump Names Head of Veterans Health System as Choice for Veterans Affairs Leader	0
39	Trump Selects Leader of Veterans Health System to Helm Veterans Affairs	0
40	"There is No ""One-Size-Fits-All"" Weight-Loss Approach, Far from It"	0
41	Weight-Loss Strategies: No Single Approach Works for Everyone, Not Even Remotely	0
42	Dismissing the Notion of a Universal Weight-Loss Method—It's Far from Accurate	0
43	Weight-Loss Approaches: No Single Approach is Suitable for Everyone, Not Even Close	0
44	Challenging the Idea of a Singular Weight-Loss Solution—It's Anything But True	0
45	Weight-Loss Techniques: There Is No Magic Bullet that Works for Everyone, Far from It	0
46	Rejecting the Concept of a Universal Weight-Loss Approach—It's Incredibly Inaccurate	0
47	Weight-Loss Programs: No One Approach Fits All, Not Even Remotely	0
48	Discrediting the Idea of a One-Size-Fits-All Weight-Loss Strategy—It's Simply Untrue	0
49	Weight-Loss Methods: There is No Single Approach that Suits Everyone, Not Even Close	0
50	Timmy Offers Thoughts on the 2:00PM Water Cooler Discussion on 11/2/2016	1
51	Timmy Shares a Comment on the 2:00PM Water Cooler Conversation from 11/2/2016	1
52	Timmy Weighs In on the 2:00PM Water Cooler Discourse on November 2nd, 2016	1
53	Timmy Adds his Perspective to the 2:00PM Water Cooler Exchange on 11/2/2016	1
54	Comment by Timmy Regarding the 2:00PM Water Cooler Conversation on November 2nd, 2016	1
55	Timmy Contributes his Opinion to the 2:00PM Water Cooler Dialogue on 11/2/2016	1
56	Timmy Shares his Thoughts on the 2:00PM Water Cooler Discussion from November 2nd, 2016	1
57	Timmy Offers a Comment on the 2:00PM Water Cooler Conversation that Occurred on 11/2/2016	1
58	Timmy Provides Input on the 2:00PM Water Cooler Forum on November 2nd, 2016	1
59	Timmy Responds to the 2:00PM Water Cooler Discussion that Took Place on 11/2/2016	1
