	sentence	label
0	James Woods criticizes the Planned Parenthood CEO in a tweet on Mother's Day.	0
1	James Woods slams the Planned Parenthood CEO in a Mother's Day tweet.	0
2	In a Mother's Day tweet, James Woods lashes out at the Planned Parenthood CEO.	0
3	James Woods strongly condemns the Planned Parenthood CEO in a tweet on Mother's Day.	0
4	James Woods expresses his disapproval of the Planned Parenthood CEO in a Mother's Day tweet.	0
5	In a tweet on Mother's Day, James Woods calls out the Planned Parenthood CEO.	0
6	James Woods publicly criticizes the Planned Parenthood CEO in a Mother's Day tweet.	0
7	James Woods takes aim at the Planned Parenthood CEO in a scathing Mother's Day tweet.	0
8	In a tweet on Mother's Day, James Woods voices his dissent against the Planned Parenthood CEO.	0
9	James Woods launches a scathing attack on the Planned Parenthood CEO in a Mother's Day tweet.	0
10	There is a possibility that a book praising Hitler, written in the early days, might have been authored by Hitler himself.	0
11	It is speculated that Hitler may have written a book early on that contains praise for himself.	0
12	A book written in the early stages, which glorifies Hitler, could potentially be the work of Hitler himself.	0
13	There is a suggestion that Hitler might have authored a book during his early years that extols his own virtues.	0
14	It is hypothesized that Hitler may have penned a book that idolizes himself during his earlier years.	0
15	There is a suspicion that Hitler could have written a book in his early days that sings his praises.	0
16	There is a theory suggesting that Hitler might be the author of a book that compliments him, written during his early period.	0
17	A book that lavishes praise on Hitler, believed to have been written by Hitler himself in the early days, has come to attention.	0
18	It is postulated that Hitler might have authored a book during his early years, glorifying himself.	0
19	There is speculation that a book offering admiration for Hitler, potentially written by Hitler, was produced during his early period.	0
20	Age is no barrier to sex at this nursing home.	0
21	At this nursing home, residents are never too old to engage in sexual activities.	0
22	Sex is not limited by age at this nursing home, even for older individuals.	0
23	Residents at this nursing home prove that age is not a deterrent to sexual activity.	0
24	Age doesn't stop residents at this nursing home from enjoying a fulfilling sex life.	0
25	At this nursing home, seniors defy the notion that they are too old for sex.	0
26	The idea of being too old for sex is challenged at this nursing home, where residents continue to engage in intimate relationships.	0
27	This nursing home challenges the notion of being too old for sex, as residents embrace their sexual desires.	0
28	Sexual activity knows no age limit at this nursing home, where residents are encouraged to express their sexuality.	0
29	Residents at this nursing home demonstrate that being too old for sex is a misconception.	0
30	According to one metric, the health care law is an unprecedented triumph.	0
31	Using a specific benchmark, the health care law is deemed a remarkable achievement.	0
32	Based on a particular measure, the health care law is hailed as an unparalleled success.	0
33	In terms of a specific criterion, the health care law attains an outstanding level of accomplishment.	0
34	One measure indicates that the health care law is an exceptional triumph.	0
35	The health care law achieves a historic level of success, according to a particular measure.	0
36	By one standard, the health care law stands as a resounding success.	0
37	Based on a particular gauge, the health care law proves to be an extraordinary achievement.	0
38	According to a specific metric, the health care law outperforms all expectations and is deemed a record-breaking success.	0
39	By one specific measurement, the health care law demonstrates unprecedented success and achievement.	0
40	Bon Iver's life, a combination of blessings and curses.	0
41	The paradoxical existence of Bon Iver, filled with both blessings and curses.	0
42	Bon Iver's life, a mix of fortune and misfortune.	0
43	The blessed and cursed journey of Bon Iver's life.	0
44	Bon Iver's life, marked by both blessings and curses.	0
45	The dichotomy of blessings and curses in Bon Iver's life.	0
46	Bon Iver's life, a rollercoaster of blessings and curses.	0
47	The contrasting experiences of blessings and curses in Bon Iver's life.	0
48	Bon Iver's life, a series of ups and downs, both blessed and cursed.	0
49	The intricate balance of blessings and curses in Bon Iver's life.	0
