	sentence	label
0	The tragic loss of three officers in Baton Rouge.	0
1	The three officers who lost their lives in Baton Rouge.	0
2	The fatal incident that claimed the lives of three officers in Baton Rouge.	0
3	The devastating deaths of three officers in Baton Rouge.	0
4	The three officers who were killed in the line of duty in Baton Rouge.	0
5	The unfortunate event where three officers in Baton Rouge lost their lives.	0
6	The incident in Baton Rouge that resulted in the deaths of three officers.	0
7	The three officers who tragically perished in Baton Rouge.	0
8	The untimely deaths of three officers in Baton Rouge.	0
9	The heartbreaking loss of three officers in Baton Rouge.	0
10	Glitter, glitter, petite [Insert Name Here].	0
11	Sparkle, sparkle, tiny [Insert Name Here].	0
12	Shine, shine, little [Insert Name Here].	0
13	Gleam, gleam, itty-bitty [Insert Name Here].	0
14	Radiate, radiate, small [Insert Name Here].	0
15	Glimmer, glimmer, wee [Insert Name Here].	0
16	Blink, blink, little [Insert Name Here].	0
17	Twinkle, twinkle, miniature [Insert Name Here].	0
18	Spark, spark, diminutive [Insert Name Here].	0
19	Glint, glint, tiny [Insert Name Here].	0
20	The responsibility of rescuing Brazil lies with the party that brought ruin to Rio.	0
21	Brazil's fate now rests on the shoulders of the party responsible for the downfall of Rio.	0
22	The party that caused Rio's destruction has now been entrusted with saving Brazil.	0
23	The party that ruined Rio has been given the task of salvaging Brazil.	0
24	The party held accountable for Rio's ruin has been assigned the duty of saving Brazil.	0
25	Brazil's savior is none other than the party that brought ruin upon Rio.	0
26	The party that caused the downfall of Rio is now expected to save Brazil.	0
27	The very same party that ruined Rio has been given the responsibility of rescuing Brazil.	0
28	The party responsible for the ruin of Rio has now been tasked with saving Brazil.	0
29	The party that brought about Rio's destruction has been entrusted with the mission of saving Brazil.	0
30	Wells Fargo expresses remorse without acknowledging any wrongdoing.	0
31	Wells Fargo offers apologies but refrains from admitting any misconduct.	0
32	While expressing regret, Wells Fargo stops short of admitting any wrongdoing.	0
33	Wells Fargo offers apologies but falls short of acknowledging any misconduct.	0
34	Wells Fargo expresses remorse but avoids admitting any wrongful actions.	0
35	While offering regrets, Wells Fargo refrains from admitting any misconduct.	0
36	Wells Fargo expresses apologies but stops short of admitting any wrongdoing.	0
37	Despite offering regrets, Wells Fargo does not admit any misconduct.	0
38	Wells Fargo extends apologies without admitting any wrongdoing.	0
39	While expressing regrets, Wells Fargo remains silent on any misconduct.	0
40	Cameras capture a meteor putting on a dazzling light display over the Midwest.	0
41	A meteor treats the Midwest to a spectacular light show, captured by cameras.	0
42	Cameras document a mesmerizing light show as a meteor graces the skies over the Midwest.	0
43	The Midwest witnesses a meteoric spectacle, beautifully captured by cameras.	0
44	Cameras record an awe-inspiring light show as a meteor illuminates the skies above the Midwest.	0
45	A meteor creates a stunning visual spectacle in the Midwest, attracting the attention of cameras.	0
46	Cameras capture the breathtaking light display produced by a meteor in the Midwest.	0
47	A meteor dazzles onlookers in the Midwest, while cameras record the magnificent event.	0
