	sentence	label
0	Cheers erupt as a mystery is unraveled with the discovery of a cuckoo's journey from China.	0
1	A mystery is solved, and jubilant cheers fill the air with the revelation of a cuckoo's voyage from China.	0
2	Revelations of a cuckoo's expedition from China lead to the solving of a mystery, accompanied by joyful cheers.	0
3	A mystery finds its resolution as a cuckoo's migration from China is unveiled, prompting a wave of celebratory cheers.	0
4	Cheers of joy reverberate as a mystery is finally resolved through the revelation of a cuckoo's travel from China.	0
5	The unveiling of a cuckoo's voyage from China brings the resolution of a mystery, and the atmosphere fills with exuberant cheers.	0
6	A mystery is unraveled as a cuckoo's journey from China is uncovered, eliciting enthusiastic cheers.	0
7	Excitement fills the air as a mystery is solved with the revelation of a cuckoo's expedition from China, leading to cheers of joy.	0
8	Cheers resound in celebration as a mystery is solved through the discovery of a cuckoo's migration from China.	0
9	A mystery is deciphered with the revelation of a cuckoo's passage from China, prompting a chorus of cheers.	0
10	Asian allies express concern over the restrained U.S. reaction to China's seizure of a drone.	0
11	The subdued U.S. response to China's drone seizure raises worries among Asian allies.	0
12	The muted U.S. reaction to China's capture of a drone is causing anxiety among Asian allies.	0
13	Asian allies grow concerned over the lack of a forceful U.S. response to China's seizure of a drone.	0
14	The restrained U.S. response to China's drone seizure is causing unease among Asian allies.	0
15	Asian allies express worry over the understated U.S. reaction to China's seizure of a drone.	0
16	The subdued U.S. response to China's drone seizure raises concerns and alarm among Asian allies.	0
17	Asian allies are troubled by the limited U.S. response to China's capture of a drone.	0
18	The muted U.S. reaction to China's seizure of a drone is generating apprehension among Asian allies.	0
19	Asian allies voice anxiety over the tempered U.S. response to China's drone seizure.	0
20	LeGarrette Blount announces his decision to skip the White House Super Bowl celebration.	0
21	LeGarrette Blount states that he will not be present at the White House for the Super Bowl celebration.	0
22	LeGarrette Blount declares his intention to boycott the Super Bowl celebration at the White House.	0
23	LeGarrette Blount makes it clear that he won't attend the White House ceremony for the Super Bowl celebration.	0
24	LeGarrette Blount confirms his absence from the Super Bowl celebration at the White House.	0
25	LeGarrette Blount asserts that he will not participate in the Super Bowl celebration at the White House.	0
26	LeGarrette Blount announces that he will be skipping the Super Bowl celebration hosted at the White House.	0
27	LeGarrette Blount states that he has chosen not to attend the Super Bowl celebration at the White House.	0
28	LeGarrette Blount publicly declares his decision not to be present at the White House Super Bowl celebration.	0
29	LeGarrette Blount confirms that he will not be in attendance at the Super Bowl celebration held at the White House.	0
30	Yes, there is indeed a realm of celebrity Z-listers that exists.	0
31	It's true, there is such a thing as a Z-list of celebrities.	0
32	Believe it or not, a celebrity Z-list is a reality.	0
33	The existence of a Z-list for celebrities is not a myth.	0
34	Surprisingly, there is a legitimate category of celebrities known as the Z-list.	0
35	It may sound strange, but there is an actual Z-list for celebrities.	0
36	It's hard to believe, but there is a genuine celebrity Z-list out there.	0
37	Yes, there really is a tier of celebrities known as the Z-list.	0
38	You might be surprised to learn that a celebrity Z-list is an established concept.	0
39	It may be lesser-known, but the existence of a celebrity Z-list is undeniable.	0
40	Charlie Kirk calls for the removal of Senators Murkowski and Collins for their opposition to DeVos' nomination.	0
41	Charlie Kirk insists that Senators Murkowski and Collins should be ousted for their resistance against DeVos' nomination.	0
42	According to Charlie Kirk, Senators Murkowski and Collins should be replaced due to their dissenting stance on DeVos' nomination.	0
43	Charlie Kirk demands the departure of Senators Murkowski and Collins for opposing DeVos' nomination.	0
44	Charlie Kirk asserts that Senators Murkowski and Collins must be removed from office for their opposition to DeVos' nomination.	0
45	According to Charlie Kirk, Senators Murkowski and Collins should face consequences for their rejection of DeVos' nomination.	0
46	Charlie Kirk argues that Senators Murkowski and Collins should no longer hold their positions due to their opposition to DeVos' nomination.	0
47	Charlie Kirk believes that Senators Murkowski and Collins should step down for their resistance against DeVos' nomination.	0
48	According to Charlie Kirk, Senators Murkowski and Collins should be dismissed for their disagreement with DeVos' nomination.	0
49	Charlie Kirk maintains that Senators Murkowski and Collins should be replaced for opposing DeVos' nomination.	0
50	"The German government remains optimistic about the prospect of a ""soft Brexit."""	0
51	"The German government holds onto the possibility of a ""soft Brexit"" with hope."	0
52	"There is hope within the German government for a ""soft Brexit"" outcome."	0
53	"The German government maintains a positive outlook on the potential of a ""soft Brexit."""	0
54	"Hope for a ""soft Brexit"" lingers within the German government."	0
55	"The German government retains optimism for a ""soft Brexit"" scenario."	0
56	"The German government clings to the hope of a ""soft Brexit"" arrangement."	0
57	"The possibility of a ""soft Brexit"" offers hope within the German government."	0
58	"The German government nurtures hope for a ""soft Brexit"" outcome."	0
59	"A ""soft Brexit"" remains a hopeful prospect for the German government."	0
60	Analyzing the economic promises that President Trump had the potential to fulfill (or not).	0
61	Examining the economic commitments that President Trump could have both delivered on and fallen short of.	0
62	Assessing the economic pledges that President Trump had the ability to fulfill, as well as those that were unlikely to be achieved.	0
63	Evaluating the economic assurances made by President Trump and their varying likelihood of being fulfilled.	0
64	Reflecting on the economic promises that President Trump had the capacity to honor or fail to deliver.	0
65	Discussing the economic commitments that President Trump had the opportunity to keep or prove unattainable.	0
66	Exploring the economic vows made by President Trump and the range of possibilities for their realization.	0
67	Analyzing the potential success and failure of President Trump's economic promises.	0
68	Examining the extent to which President Trump could have fulfilled his economic pledges or faced challenges in doing so.	0
69	Delving into the economic promises made by President Trump and their feasibility for realization.	0
70	Witness MILO and his team construct the wall in this video.	0
71	Observe as MILO and his crew erect the wall in this footage.	0
72	Watch as MILO and his team build the wall in this captivating video.	0
73	See how MILO and his crew construct the wall in this visual presentation.	0
74	View the process of MILO and his team building the wall in this video.	0
75	Tune in to watch MILO and his crew as they erect the wall in this captivating footage.	0
76	Experience the construction of the wall by MILO and his team through this video.	0
77	Take a look at MILO and his crew as they build the wall in this visual documentation.	0
78	Catch a glimpse of MILO and his team in action as they construct the wall in this video.	0
79	Observe MILO and his crew in the act of building the wall in this captivating footage.	0
80	A woman from Queens faces charges of strangling her 9-year-old stepdaughter.	0
81	Charges have been filed against a Queens woman for allegedly strangling her 9-year-old stepdaughter.	0
82	A Queens woman is accused of strangling her 9-year-old stepdaughter and now faces charges.	0
83	A woman residing in Queens has been charged with the murder of her 9-year-old stepdaughter by strangulation.	0
84	Legal charges have been brought against a woman from Queens for the alleged strangulation of her 9-year-old stepdaughter.	0
85	A Queens resident is facing charges after being accused of strangling her 9-year-old stepdaughter.	0
86	The authorities have charged a woman from Queens with the act of strangling her 9-year-old stepdaughter.	0
87	A woman residing in Queens has been formally accused and charged with the murder of her 9-year-old stepdaughter by strangling.	0
88	A Queens woman is now facing legal charges for the alleged act of strangling her 9-year-old stepdaughter.	0
89	The police have filed charges against a woman from Queens in connection with the strangulation of her 9-year-old stepdaughter.	0
90	The remaining 13 women set to testify against Cosby... pending the court's permission.	0
91	The other 13 women ready to give testimony against Cosby... provided the court allows it.	0
92	If permitted by the court, the other 13 women will testify against Cosby.	0
93	The court's decision will determine whether the other 13 women can testify against Cosby.	0
94	Pending the court's decision, the other 13 women may testify against Cosby.	0
95	The testimony of the other 13 women against Cosby hangs in the balance, awaiting the court's ruling.	0
96	The court's discretion will decide if the other 13 women can give testimony against Cosby.	0
97	The other 13 women are waiting for the court's approval to testify against Cosby.	0
