	sentence	label
0	Video Footage Shows Sacramento Police Allegedly Attempting to Run Over Man Before Fatally Shooting Him	0
1	Sacramento Police Captured on Video Allegedly Trying to Hit Man With Their Car Before Fatally Shooting Him	0
2	Video Evidence Suggests Sacramento Police Intentionally Targeted Man With Their Car Before Fatally Shooting Him	0
3	Sacramento Police Seen in Video Apparently Trying to Run Over Man Prior to Fatally Shooting Him	0
4	Video Footage Indicates Sacramento Police Allegedly Using Their Car as a Weapon Before Fatally Shooting Man	0
5	In Video, Sacramento Police Appear to Deliberately Aim Their Car at Man Before Fatally Shooting Him	0
6	Sacramento Police Caught on Video Allegedly Using Their Vehicle as a Tool to Target Man Before Fatally Shooting Him	0
7	Video Shows Sacramento Police Allegedly Engaging in Vehicle Assault on Man Before Fatally Shooting Him	0
8	Sacramento Police Seen in Video Appearing to Intentionally Drive Toward Man Before Fatally Shooting Him	0
9	Video Footage Raises Questions as Sacramento Police Seemingly Attempt to Strike Man With Their Car Before Fatally Shooting Him	0
10	Mishandling of Critical Fafsa Tool Results in Communication Breakdown	0
11	Failure to Execute Essential Fafsa Tool and Lack of Effective Communication	0
12	Setback with Vital Fafsa Tool and Breakdown in Communication	0
13	Key Fafsa Tool Falters, Exposing Communication Gap	0
14	Misstep with Crucial Fafsa Tool and Inadequate Communication	0
15	Flawed Handling of Key Fafsa Tool and Communication Failure	0
16	Error with Critical Fafsa Tool Highlights Communication Shortfall	0
17	Botched Execution of Essential Fafsa Tool Leads to Communication Breakdown	0
18	Failure in Managing Key Fafsa Tool Amplifies Communication Issues	0
19	Inadequate Handling of Crucial Fafsa Tool Undermines Effective Communication	0
20	'Odes' by Sharon Olds: A Profound Exploration of the Human Body and Sexuality	0
21	Sharon Olds, Celebrated for Her Poetic Exploration of Sexuality, Examines the Body in 'Odes'	0
22	'Odes' by Sharon Olds: A Thoughtful Examination of the Human Body and Its Erotic Nature	0
23	Sharon Olds, Known for Her Erotic Poetry, Delve into the Body's Intimacies in 'Odes'	0
24	'Odes' by Sharon Olds: A Provocative Exploration of the Physicality of Sexuality	0
25	Sharon Olds, Renowned for Her Bold Depiction of Sexuality, Explores the Body in 'Odes'	0
26	'Odes' by Sharon Olds: An Intimate and Evocative Study of the Body and Its Sensuality	0
27	Sharon Olds, Revered for Her Erotic Verse, Dissects the Body in 'Odes'	0
28	'Odes' by Sharon Olds: A Poignant Analysis of the Body's Erotic Nature	0
29	Sharon Olds, Celebrated as a Poet of Sexuality, Examines the Human Body in 'Odes'	0
30	Concerns Arise as Jared Kushner Plans to Sell Numerous Assets, Raising Ethical Questions	0
31	Jared Kushner's Asset Sales Raise Ethical Concerns, According to Ethics Lawyers	0
32	Ethical Dilemmas Surround Jared Kushner's Decision to Divest Many of His Assets	0
33	Ethics Lawyers Express Concerns Over Jared Kushner's Planned Sale of Multiple Assets	0
34	Jared Kushner's Asset Liquidation Raises Worries among Ethics Lawyers	0
35	Ethics Lawyers Sound Alarm as Jared Kushner Prepares to Sell a Wide Range of Assets	0
36	Jared Kushner's Asset Sale Triggers Apprehension among Ethics Lawyers	0
37	Concerns Mount as Jared Kushner Sets Out to Divest a Substantial Portion of His Assets, Say Ethics Lawyers	0
38	Ethical Issues Arise with Jared Kushner's Intent to Sell a Significant Number of Assets, State Lawyers	0
39	Ethics Lawyers Express Anxiety Over Jared Kushner's Asset Disposition Plans	0
40	Congressional Intelligence Leaders Request Information from FBI, CIA, and NSA on the Number of Americans Subject to 'Unmasking'	0
41	House Intelligence Leaders Seek Clarification from FBI, CIA, and NSA on the Count of 'Unmasked' Americans	0
42	Congressional Leaders on House Intelligence Committee Inquire FBI, CIA, and NSA about the Scope of American 'Unmasking'	0
43	House Intel Leaders Pose Questions to FBI, CIA, and NSA Regarding the Quantity of Americans 'Unmasked'	0
44	Congressional Committee Leaders Request FBI, CIA, and NSA to Disclose the Number of Americans Subject to 'Unmasking'	0
45	House Intelligence Leaders Query FBI, CIA, and NSA on the Total Count of Americans 'Unmasked'	0
