	sentence	label
0	Can you explain the expansion of the acronym BUD?	0
1	What is the full form of the abbreviation BUD?	0
2	Can you provide the meaning behind the acronym BUD?	0
3	What does the abbreviation BUD represent?	0
4	Can you explain the interpretation of the acronym BUD?	0
5	What is the significance of the acronym BUD?	0
6	Can you provide the expanded version of the abbreviation BUD?	0
7	What is the definition of BUD as an acronym?	0
8	Can you shed some light on the explanation for the acronym BUD?	0
9	What does BUD stand for in its abbreviated form?	0
10	Can you provide the expansion of the acronym IOC?	0
11	What is the full form of the abbreviation IOC?	0
12	Can you explain the meaning behind the acronym IOC?	0
13	What does the abbreviation IOC represent?	0
14	Can you describe the interpretation of the acronym IOC?	0
15	What is the significance of the acronym IOC?	0
16	Can you provide the expanded version of the abbreviation IOC?	0
17	What is the definition of IOC as an acronym?	0
18	Can you shed some light on the explanation for the acronym IOC?	0
19	What does IOC stand for in its abbreviated form?	0
20	Can you list the seven vices known as the deadly sins?	1
21	What are the names of the seven sins commonly referred to as the deadly sins?	1
22	Can you provide the seven moral transgressions known as the deadly sins?	1
23	What are the seven vices that are traditionally categorized as the deadly sins?	1
24	Can you identify the seven sins considered to be the deadly sins?	1
25	What are the names of the seven vices that are widely known as the deadly sins?	1
26	Can you list the seven moral flaws that are referred to as the deadly sins?	1
27	What are the seven sins that are commonly recognized as the deadly sins?	1
28	Can you provide the seven transgressions that are traditionally labeled as the deadly sins?	1
29	What are the names of the seven sins classified as the deadly sins?	1
30	Can you describe what it feels like to go through a near-death experience?	1
31	What is the sensation or experience of having a near-death episode?	1
32	Can you provide insights into what it is like to undergo a close brush with death?	1
33	What are the emotions and sensations one typically encounters during a near-death episode?	1
34	Can you describe the subjective experience of a near-death encounter?	1
35	What is the nature of the experience when one goes through a near-death episode?	1
36	Can you explain the firsthand encounter and feelings associated with a near-death experience?	1
37	What does it entail to personally go through a near-death episode?	1
38	Can you provide an account of what individuals typically go through during a near-death experience?	1
39	What is the personal perspective and impact of a near-death episode on individuals?	1
40	What is the name given to an object that has two sides?	2
41	Can you provide the term used to describe an object with two distinct sides?	2
42	What is the proper term for a two-faced object?	2
43	What is the designated name for an object that exhibits duality with its two sides?	2
44	Can you tell me the term that refers to an object that possesses two opposing sides?	2
45	What is the specific term used to describe an object that has two distinct surfaces?	2
46	Can you provide the name given to an object that displays two different faces?	2
47	What is the recognized term for an object that is characterized by having two sides?	2
48	Can you explain the appropriate nomenclature for an object that has two opposing facets?	2
