	sentence	label
0	@darrellr79 @EBJunkies, I would rather have the multitude of #Ferguson protesters throughout the United States who disrupt traffic and close bridges.	0
1	@darrellr79 @EBJunkies, I personally favor the wave of #Ferguson protestors nationwide who halt traffic and cause bridge closures.	0
2	@darrellr79 @EBJunkies, my preference lies with the extensive number of #Ferguson protestors across the US who effectively bring traffic to a standstill and shut down bridges.	0
3	@darrellr79 @EBJunkies, I am inclined to support the large group of #Ferguson protestors throughout the United States who actively block traffic and close bridges.	0
4	@darrellr79 @EBJunkies, I would rather see the substantial presence of #Ferguson protestors across the US who strategically disrupt traffic and cause bridge closures.	0
5	@darrellr79 @EBJunkies, I personally find more value in the multitude of #Ferguson protestors nationwide who intentionally stop traffic and shut down bridges.	0
6	@darrellr79 @EBJunkies, my preference is for the widespread #Ferguson protestors throughout the United States who effectively obstruct traffic and close bridges.	0
7	@darrellr79 @EBJunkies, I am more inclined to support the extensive number of #Ferguson protestors across the US who actively halt traffic and cause bridge closures.	0
8	@darrellr79 @EBJunkies, I would rather have the considerable presence of #Ferguson protestors nationwide who intentionally disrupt traffic and shut down bridges.	0
9	@darrellr79 @EBJunkies, I personally appreciate the significant group of #Ferguson protestors throughout the United States who strategically block traffic and close bridges.	0
10	"#FeelingBlue with the workload, could really use some more vacation days. <a href=""http://t.co/zSTyQiRUt5"" target=""_new"">http://t.co/zSTyQiRUt5</a>"	0
11	"#WorkloadWoes and not enough vacation days to escape. <a href=""http://t.co/zSTyQiRUt5"" target=""_new"">http://t.co/zSTyQiRUt5</a>"	0
12	"#LongingForVacation and the lack of available days off. <a href=""http://t.co/zSTyQiRUt5"" target=""_new"">http://t.co/zSTyQiRUt5</a>"	0
13	"#StuckInWorkMode and longing for additional vacation days. <a href=""http://t.co/zSTyQiRUt5"" target=""_new"">http://t.co/zSTyQiRUt5</a>"	0
14	"#CravingVacation but the scarcity of available days off. <a href=""http://t.co/zSTyQiRUt5"" target=""_new"">http://t.co/zSTyQiRUt5</a>"	0
15	"#WorkingBlues and the shortage of vacation days to recharge. <a href=""http://t.co/zSTyQiRUt5"" target=""_new"">http://t.co/zSTyQiRUt5</a>"	0
16	"#DreamingOfVacation and the limited number of days off. <a href=""http://t.co/zSTyQiRUt5"" target=""_new"">http://t.co/zSTyQiRUt5</a>"	0
17	"#VacationCravings but the insufficient number of available days. <a href=""http://t.co/zSTyQiRUt5"" target=""_new"">http://t.co/zSTyQiRUt5</a>"	0
18	"#DesiringVacationTime and the meager amount of vacation days. <a href=""http://t.co/zSTyQiRUt5"" target=""_new"">http://t.co/zSTyQiRUt5</a>"	0
19	"#YearningForBreak but the lack of vacation days to enjoy. <a href=""http://t.co/zSTyQiRUt5"" target=""_new"">http://t.co/zSTyQiRUt5</a>"	0
20	"A rational voice standing out amidst the overwhelming hysteria of the wilderness. <a href=""http://t.co/GHWycSm5bW"" target=""_new"">http://t.co/GHWycSm5bW</a> via @sharethis"	0
21	"A voice of logic emerging in the midst of the chaotic wilderness of hysteria. <a href=""http://t.co/GHWycSm5bW"" target=""_new"">http://t.co/GHWycSm5bW</a> via @sharethis"	0
22	"A sensible voice speaking up against the rampant hysteria in the wilderness. <a href=""http://t.co/GHWycSm5bW"" target=""_new"">http://t.co/GHWycSm5bW</a> via @sharethis"	0
23	"A voice of reason breaking through the wilderness of overwhelming hysteria. <a href=""http://t.co/GHWycSm5bW"" target=""_new"">http://t.co/GHWycSm5bW</a> via @sharethis"	0
24	"A rational voice amidst the wilderness, offering respite from the prevailing hysteria. <a href=""http://t.co/GHWycSm5bW"" target=""_new"">http://t.co/GHWycSm5bW</a> via @sharethis"	0
25	"A voice of sanity cutting through the wilderness of overwhelming hysteria. <a href=""http://t.co/GHWycSm5bW"" target=""_new"">http://t.co/GHWycSm5bW</a> via @sharethis"	0
26	"A reasonable voice shining amidst the chaos and hysteria of the wilderness. <a href=""http://t.co/GHWycSm5bW"" target=""_new"">http://t.co/GHWycSm5bW</a> via @sharethis"	0
27	"A voice of wisdom standing tall in the midst of the wilderness of rampant hysteria. <a href=""http://t.co/GHWycSm5bW"" target=""_new"">http://t.co/GHWycSm5bW</a> via @sharethis"	0
28	"A voice of calm reason amidst the chaotic wilderness of hysteria. <a href=""http://t.co/GHWycSm5bW"" target=""_new"">http://t.co/GHWycSm5bW</a> via @sharethis"	0
29	"A sensible voice resonating amidst the wilderness, countering the prevailing hysteria. <a href=""http://t.co/GHWycSm5bW"" target=""_new"">http://t.co/GHWycSm5bW</a> via @sharethis"	0
30	"Japan's Prime Minister Shinzo Abe secures the desired mandate, but the envisioned recovery remains elusive. <a href=""http://t.co/Q9NTiflcO5"" target=""_new"">http://t.co/Q9NTiflcO5</a>"	0
31	"Prime Minister Shinzo Abe of Japan obtains the mandate he sought, yet the envisioned recovery falls short. <a href=""http://t.co/Q9NTiflcO5"" target=""_new"">http://t.co/Q9NTiflcO5</a>"	0
32	"Japan's Prime Minister Shinzo Abe achieves the desired mandate, but the anticipated recovery fails to materialize. <a href=""http://t.co/Q9NTiflcO5"" target=""_new"">http://t.co/Q9NTiflcO5</a>"	0
33	"Shinzo Abe, Japan's Prime Minister, attains the sought-after mandate, but the envisioned recovery does not materialize. <a href=""http://t.co/Q9NTiflcO5"" target=""_new"">http://t.co/Q9NTiflcO5</a>"	0
34	"Prime Minister Shinzo Abe secures the mandate he aimed for in Japan, but the desired recovery remains elusive. <a href=""http://t.co/Q9NTiflcO5"" target=""_new"">http://t.co/Q9NTiflcO5</a>"	0
35	"Japan's Prime Minister Shinzo Abe receives the mandate he desired, but the expected recovery does not materialize. <a href=""http://t.co/Q9NTiflcO5"" target=""_new"">http://t.co/Q9NTiflcO5</a>"	0
36	"Shinzo Abe, the Prime Minister of Japan, achieves the mandate he wanted, but the envisioned recovery falls short. <a href=""http://t.co/Q9NTiflcO5"" target=""_new"">http://t.co/Q9NTiflcO5</a>"	0
37	"Prime Minister Shinzo Abe of Japan obtains the desired mandate, but the envisioned recovery fails to materialize. <a href=""http://t.co/Q9NTiflcO5"" target=""_new"">http://t.co/Q9NTiflcO5</a>"	0
38	"Japan's Prime Minister Shinzo Abe secures the mandate he aimed for, but the anticipated recovery remains out of reach. <a href=""http://t.co/Q9NTiflcO5"" target=""_new"">http://t.co/Q9NTiflcO5</a>"	0
39	"Shinzo Abe, Japan's Prime Minister, attains the sought-after mandate, but the desired recovery fails to materialize. <a href=""http://t.co/Q9NTiflcO5"" target=""_new"">http://t.co/Q9NTiflcO5</a>"	0
40	@dirtydeathdog, thanks for your response. Just one more question: Is the salary of a Computer Scientist the same as that of a Computer Communication Engineer?	0
41	@dirtydeathdog, thank you for your input. I have one more question: Are the salaries of Computer Scientists and Computer Communication Engineers equal?	0
42	@dirtydeathdog, I appreciate your help. I have another question: Do Computer Scientists and Computer Communication Engineers earn the same salary?	0
43	@dirtydeathdog, thanks for your input. Just a quick follow-up: Is the pay scale for Computer Scientists the same as that for Computer Communication Engineers?	0
44	@dirtydeathdog, thank you for your response. I have one more question: Do Computer Scientists and Computer Communication Engineers receive the same salary package?	0
45	@dirtydeathdog, I'm grateful for your input. Can I ask one more thing: Is the compensation for Computer Scientists equivalent to that of Computer Communication Engineers?	0
46	@dirtydeathdog, thanks for your help. I have an additional question: Are the salaries of Computer Scientists and Computer Communication Engineers on par with each other?	0
47	@dirtydeathdog, I appreciate your response. Just one more question: Is the salary range for Computer Scientists the same as for Computer Communication Engineers?	0
48	@dirtydeathdog, thank you for your insight. I have one final question: Do Computer Scientists and Computer Communication Engineers typically earn the same salary?	0
49	@dirtydeathdog, thanks for your input. I have one more question: Is the pay grade for Computer Scientists comparable to that for Computer Communication Engineers?	0
50	Hank, it's Saturday morning and I'm famished.	0
51	Hey Hank, it's Saturday morning and I'm in dire need of breakfast.	0
52	Good morning, Hank! It's Saturday and I'm absolutely ravenous.	0
53	Hank, it's Saturday morning and I'm feeling really hungry.	0
54	Hey Hank, I hope you're having a good morning. It's Saturday and I'm starving.	0
55	Good morning, Hank! It's Saturday and my stomach is growling.	0
56	Hank, it's Saturday morning and I haven't eaten yet. I'm really hungry.	0
57	Hey Hank, it's Saturday and I woke up feeling famished.	0
58	Good morning, Hank! I'm starving and it's Saturday.	0
59	Hank, it's Saturday morning and I could really use a good meal right now.	0
60	@GodIsAliveNRock @ao_LangsHughes: God remains the greatest unsolved enigma of all time.	0
61	@GodIsAliveNRock @ao_LangsHughes: The ultimate unsolved riddle is the existence of God.	0
62	@GodIsAliveNRock @ao_LangsHughes: God stands as the most profound mystery yet to be solved.	0
63	@GodIsAliveNRock @ao_LangsHughes: The greatest unanswered question revolves around the nature of God.	0
64	@GodIsAliveNRock @ao_LangsHughes: The mystery of God's existence remains unparalleled.	0
65	@GodIsAliveNRock @ao_LangsHughes: God represents the ultimate enigma yet to be unraveled.	0
66	@GodIsAliveNRock @ao_LangsHughes: The unfathomable mystery lies in the concept of God.	0
67	@GodIsAliveNRock @ao_LangsHughes: The most significant unresolved puzzle is the existence of God.	0
68	@GodIsAliveNRock @ao_LangsHughes: God embodies the greatest unsolved mystery of all time.	0
69	@GodIsAliveNRock @ao_LangsHughes: The enigma of God's presence remains unparalleled and unanswered.	0
70	"Can I hear a resounding AMEN?! <a href=""http://t.co/HQJ0hQLRrj"" target=""_new"">http://t.co/HQJ0hQLRrj</a>"	0
71	"Can I get a heartfelt AMEN, anyone? <a href=""http://t.co/HQJ0hQLRrj"" target=""_new"">http://t.co/HQJ0hQLRrj</a>"	0
72	"Can I receive a passionate AMEN from the crowd? <a href=""http://t.co/HQJ0hQLRrj"" target=""_new"">http://t.co/HQJ0hQLRrj</a>"	0
73	"Can I be blessed with an emphatic AMEN? <a href=""http://t.co/HQJ0hQLRrj"" target=""_new"">http://t.co/HQJ0hQLRrj</a>"	0
74	"Can I be granted an enthusiastic AMEN, please? <a href=""http://t.co/HQJ0hQLRrj"" target=""_new"">http://t.co/HQJ0hQLRrj</a>"	0
75	"Can I be showered with an exuberant AMEN, my friends? <a href=""http://t.co/HQJ0hQLRrj"" target=""_new"">http://t.co/HQJ0hQLRrj</a>"	0
76	"Can I be uplifted by a powerful AMEN, everyone? <a href=""http://t.co/HQJ0hQLRrj"" target=""_new"">http://t.co/HQJ0hQLRrj</a>"	0
77	"Can I be filled with the spirit of a resounding AMEN? <a href=""http://t.co/HQJ0hQLRrj"" target=""_new"">http://t.co/HQJ0hQLRrj</a>"	0
78	"Can I be echoed with a thunderous AMEN, my brothers and sisters? <a href=""http://t.co/HQJ0hQLRrj"" target=""_new"">http://t.co/HQJ0hQLRrj</a>"	0
79	"Can I receive a chorus of AMENs, believers? <a href=""http://t.co/HQJ0hQLRrj"" target=""_new"">http://t.co/HQJ0hQLRrj</a>"	0
80	"The Rand takes another hit due to Eskom's load-shedding: <a href=""http://t.co/L9CTtRVASn"" target=""_new"">http://t.co/L9CTtRVASn</a> Current exchange rate: 1 USD = 11.45 Rand <a href=""http://t.co/PGZHDkBJGD"" target=""_new"">http://t.co/PGZHDkBJGD</a> #VivaANCviva"	0
81	"Eskom's load-shedding once again impacts the Rand negatively: <a href=""http://t.co/L9CTtRVASn"" target=""_new"">http://t.co/L9CTtRVASn</a> Current USD to Rand rate: 1 USD = 11.45 Rand <a href=""http://t.co/PGZHDkBJGD"" target=""_new"">http://t.co/PGZHDkBJGD</a> #VivaANCviva"	0
82	"The Rand suffers from the consequences of Eskom's load-shedding: <a href=""http://t.co/L9CTtRVASn"" target=""_new"">http://t.co/L9CTtRVASn</a> Present spot rate: 1 USD equals 11.45 Rand <a href=""http://t.co/PGZHDkBJGD"" target=""_new"">http://t.co/PGZHDkBJGD</a> #VivaANCviva"	0
83	"Eskom's load-shedding causes further damage to the Rand: <a href=""http://t.co/L9CTtRVASn"" target=""_new"">http://t.co/L9CTtRVASn</a> Current exchange rate: 1 USD equals 11.45 Rand <a href=""http://t.co/PGZHDkBJGD"" target=""_new"">http://t.co/PGZHDkBJGD</a> #VivaANCviva"	0
84	"The Rand bears the brunt of Eskom's load-shedding once again: <a href=""http://t.co/L9CTtRVASn"" target=""_new"">http://t.co/L9CTtRVASn</a> Present spot rate: 1 USD = 11.45 Rand <a href=""http://t.co/PGZHDkBJGD"" target=""_new"">http://t.co/PGZHDkBJGD</a> #VivaANCviva"	0
85	"Eskom's load-shedding continues to harm the Rand's value: <a href=""http://t.co/L9CTtRVASn"" target=""_new"">http://t.co/L9CTtRVASn</a> Current USD to Rand rate: 1 USD equals 11.45 Rand <a href=""http://t.co/PGZHDkBJGD"" target=""_new"">http://t.co/PGZHDkBJGD</a> #VivaANCviva"	0
86	"The Rand faces further challenges due to Eskom's load-shedding: <a href=""http://t.co/L9CTtRVASn"" target=""_new"">http://t.co/L9CTtRVASn</a> Current exchange rate: 1 USD equals 11.45 Rand <a href=""http://t.co/PGZHDkBJGD"" target=""_new"">http://t.co/PGZHDkBJGD</a> #VivaANCviva"	0
87	"Eskom's load-shedding negatively impacts the Rand's performance: <a href=""http://t.co/L9CTtRVASn"" target=""_new"">http://t.co/L9CTtRVASn</a> Present spot rate: 1 USD = 11.45 Rand <a href=""http://t.co/PGZHDkBJGD"" target=""_new"">http://t.co/PGZHDkBJGD</a> #VivaANCviva"	0
