	sentence	label
0	"@UGpk, yes, inspired by the ""honour"" of that picture, those lyrics were sketched... :flushed_face:"	0
1	"@UGpk, indeed, those lyrics were sketched as a tribute to the ""honour"" of that picture... :flushed_face:"	0
2	"@UGpk, in commemoration of that picture's ""honour,"" those lyrics were sketched... :flushed_face:"	0
3	"@UGpk, as an homage to the ""honour"" of that picture, those lyrics were sketched... :flushed_face:"	0
4	"@UGpk, those lyrics were artistically rendered in recognition of the ""honour"" of that picture... :flushed_face:"	0
5	"@UGpk, the sketched lyrics were a testament to the ""honour"" of that picture... :flushed_face:"	0
6	"@UGpk, the lyrics were creatively captured, paying homage to the ""honour"" of that picture... :flushed_face:"	0
7	"@UGpk, those sketched lyrics were an expression of the ""honour"" associated with that picture... :flushed_face:"	0
8	"@UGpk, the lyrics were intricately sketched as a tribute to the ""honour"" of that picture... :flushed_face:"	0
9	"@UGpk, in recognition of the ""honour"" of that picture, the lyrics were beautifully sketched... :flushed_face:"	0
10	"Check out what's happening at @Speakeasy: <a href=""http://t.co/1bg6Y6U0ax"" target=""_new"">http://t.co/1bg6Y6U0ax</a>."	0
11	"Take a look at the latest updates from @Speakeasy by visiting <a href=""http://t.co/1bg6Y6U0ax"" target=""_new"">http://t.co/1bg6Y6U0ax</a>."	0
12	"Explore the happenings at @Speakeasy by following this link: <a href=""http://t.co/1bg6Y6U0ax"" target=""_new"">http://t.co/1bg6Y6U0ax</a>."	0
13	"Discover the exciting content shared by @Speakeasy at <a href=""http://t.co/1bg6Y6U0ax"" target=""_new"">http://t.co/1bg6Y6U0ax</a>."	0
14	"Stay up to date with @Speakeasy's updates and events at <a href=""http://t.co/1bg6Y6U0ax"" target=""_new"">http://t.co/1bg6Y6U0ax</a>."	0
15	"Experience the offerings from @Speakeasy by visiting <a href=""http://t.co/1bg6Y6U0ax"" target=""_new"">http://t.co/1bg6Y6U0ax</a>."	0
16	"Gain access to the latest news and updates from @Speakeasy at <a href=""http://t.co/1bg6Y6U0ax"" target=""_new"">http://t.co/1bg6Y6U0ax</a>."	0
